epoch,jaccard,loss,val_jaccard,val_loss
0,0.157559297482,0.76308965683,0.159720391035,0.685654485226
1,0.160306521753,0.701240539551,0.15775154978,0.681231820583
2,0.159580567976,0.683731651306,0.159349969029,0.677218842506
3,0.159844853977,0.678603871663,0.161168092489,0.673531019688
4,0.158335817854,0.674189047019,0.158800402284,0.671669721603
5,0.157865106563,0.66977537473,0.159073033929,0.673321568966
6,0.159520803392,0.665669747194,0.158543556929,0.662982177734
7,0.158355876803,0.661408869425,0.158918967843,0.657311522961
8,0.15899045517,0.65760974884,0.158152705431,0.653568828106
9,0.156735559305,0.653193811576,0.159451898932,0.650188004971
10,0.157694224517,0.649629282951,0.158468744159,0.646388852596
11,0.156053772072,0.645770382881,0.159009507298,0.643142223358
12,0.155434208115,0.641923010349,0.157064697146,0.639184892178
13,0.154872020582,0.638143094381,0.157801613212,0.636138796806
14,0.156659127275,0.63545225064,0.152723553777,0.631268954277
15,0.155332884689,0.631656022867,0.155632075667,0.629044663906
16,0.154057821631,0.627977240086,0.153056401014,0.625035834312
17,0.153441772362,0.624592502912,0.153948362172,0.622313857079
18,0.153762754798,0.621665891012,0.153306373954,0.619111597538
19,0.155052851637,0.619185551008,0.15675726831,0.617758154869
20,0.154425742229,0.615987960498,0.152251544595,0.61288049221
21,0.153075340887,0.612572956085,0.149771495163,0.608887445927
22,0.151927327116,0.609271057447,0.152823016047,0.607667279243
23,0.151095503072,0.606130174796,0.150764736533,0.603964447975
24,0.151404376328,0.603648078442,0.150025193393,0.601071286201
25,0.150216585894,0.600377194087,0.152172538638,0.599747681618
26,0.150035442909,0.597763228416,0.149917151034,0.596079361439
27,0.148402265708,0.594301509857,0.153079214692,0.595551419258
28,0.15004538397,0.592885243893,0.148588933051,0.590460121632
29,0.149447620412,0.590214125315,0.150634863973,0.589487755299
30,0.148088710507,0.587209482988,0.149621373415,0.586700284481
31,0.148658636212,0.585373512904,0.147842048109,0.583537256718
32,0.149407241245,0.583811243375,0.146612477303,0.580384004116
33,0.14629201293,0.579406627019,0.150703248382,0.581497132778
34,0.145702618857,0.576965498924,0.150777047873,0.5796692729
35,0.14576227814,0.575043328603,0.150368577242,0.577576518059
36,0.147430124879,0.574459608396,0.148934558034,0.574704706669
37,0.148746142288,0.573824302355,0.146245995164,0.570532751083
38,0.147465319932,0.571035806338,0.144626773894,0.567659306526
39,0.145075778663,0.567284440994,0.145672391355,0.566820132732
40,0.14507129242,0.565607237816,0.1449879691,0.564426589012
41,0.141764433682,0.560961512725,0.142512865365,0.560605764389
42,0.144408317904,0.561978709698,0.144162937999,0.560734987259
43,0.143435624242,0.559455927213,0.142589429021,0.557584452629
44,0.143140734732,0.557629088561,0.145353282988,0.559156799316
45,0.141683875521,0.554867811998,0.143766398728,0.556061160564
46,0.142350965738,0.554078944524,0.142558950186,0.55339410305
47,0.141544096172,0.55201026996,0.145074304938,0.554999506474
48,0.141141888003,0.550282847881,0.141379031539,0.549881708622
49,0.142559211453,0.55072586139,0.139100518823,0.545954823494
