epoch,jaccard,loss,val_jaccard,val_loss
0,0.179483065506,0.769795179367,0.162194690108,0.673785817623
1,0.30350347956,0.498816819986,0.177326533198,0.633499252796
2,0.319332025448,0.451235751311,0.183827775717,0.634221792221
3,0.327321486672,0.429835389058,0.196706095338,0.577100944519
4,0.338211095333,0.411915151278,0.209200912714,0.546833431721
5,0.346547057231,0.399017769098,0.223810338974,0.521524453163
6,0.347694726785,0.39307222565,0.238419285417,0.497967636585
7,0.353182228406,0.382577141126,0.250480332971,0.4782356143
8,0.357504020135,0.375618112087,0.261783614755,0.460297828913
9,0.359613505999,0.369478329023,0.272558799386,0.442480266094
10,0.362642872334,0.363365328312,0.285958310962,0.427555495501
11,0.369915135701,0.355142861605,0.295818558335,0.412672317028
12,0.368421252569,0.350697058439,0.307928115129,0.398425382376
