epoch,jaccard,loss,val_jaccard,val_loss
0,0.25469250679,0.601854465405,0.1622941643,0.706675124168
1,0.324575014909,0.44193683068000006,0.17378033399599999,0.655799686909
2,0.33797944784199996,0.414319094022,0.17560752034200003,0.6208216428760001
3,0.340125111739,0.405293095112,0.184614884853,0.599163460732
4,0.34260374108999997,0.397421145439,0.19571399688700003,0.57874455452
5,0.352651524544,0.386198321978,0.204715192318,0.556318509579
6,0.351670318842,0.38186087806999996,0.216079992056,0.53259614706
7,0.35974872907,0.37311491568899996,0.232205405831,0.50841562748
8,0.359662290414,0.368426748117,0.233793929219,0.494306492805
9,0.37194383343099996,0.357578833898,0.234119939804,0.481465375423
10,0.366261839867,0.35618290305100003,0.245289736986,0.46699701547600003
11,0.371161282063,0.349961002668,0.251649647951,0.452800816298
12,0.376068693399,0.34310498635,0.268504610658,0.432179731131
13,0.379086087147,0.33894097606299994,0.289039880037,0.413498467207
14,0.38064244985600004,0.333851977189,0.298286122084,0.400159579515
15,0.383936578035,0.32769836783399997,0.290277799964,0.397330105305
16,0.396562321981,0.318431750933,0.30084815621399996,0.38775150775899997
17,0.393729148308,0.315347669522,0.307030469179,0.37360956668899997
18,0.405887591839,0.30784599185,0.33288891315499997,0.35460096597699997
19,0.39659792979599995,0.307803525527,0.34670038223300004,0.341517657042
20,0.40399446487400004,0.301641927163,0.344453191757,0.336227238178
21,0.4044937253,0.297190187375,0.368829238415,0.323588192463
22,0.410859243075,0.292625977596,0.380273932219,0.308004182577
23,0.417983891567,0.286555558443,0.403900110722,0.29727469682700003
24,0.421048984925,0.282410426935,0.391064286232,0.295940113068
25,0.422154382865,0.279032907883,0.40317517519,0.287830919027
26,0.427092937628,0.273990579446,0.403633528948,0.285210615396
27,0.427911587556,0.270631354054,0.410008049011,0.278670442104
28,0.43566570679300004,0.264957247178,0.423647785187,0.26744411587699995
29,0.433584622542,0.263393732905,0.432205539942,0.261542701721
30,0.438295167685,0.25873409211599996,0.438786709309,0.25610440969500003
31,0.43872864643700005,0.256237059832,0.443155157566,0.252553233504
32,0.443967360258,0.251722633839,0.44585430026100004,0.248203057051
33,0.45612143476800004,0.244601903359,0.447765809298,0.243830859661
34,0.45408096512199997,0.24278997878199998,0.459648555517,0.2389875561
35,0.45418401559199995,0.240226596594,0.453245484829,0.236581787467
36,0.45784586469300004,0.23682622214200003,0.457619136572,0.23344306647799998
37,0.461782679955,0.234199057023,0.46759892702100003,0.228363484144
38,0.467656036218,0.229077432553,0.466962498426,0.224463742971
39,0.472208593289,0.225681759914,0.47426508665100003,0.22122918963399998
40,0.474439273278,0.222979557514,0.47418536543799994,0.21824506223200002
41,0.47532768845600004,0.221407037973,0.47457008957900004,0.215489715338
42,0.479071883361,0.217020610968,0.48649981021899996,0.21167137920899998
43,0.49384474158299996,0.21058121621599998,0.48969030380199996,0.208564513922
44,0.487005031109,0.21040344735,0.490789610147,0.205343696475
45,0.487222909927,0.21118001143100001,0.501571303606,0.202197128534
46,0.49324506123899997,0.20713180601599998,0.500622278452,0.201380759478
47,0.49508774081900003,0.204445174336,0.508485090733,0.199621546268
48,0.504143140713,0.199385878444,0.510265815258,0.194619783759
49,0.505855168899,0.196615974108,0.512937813997,0.191611891985
50,0.504542297125,0.194979248444,0.5061441004280001,0.18972181677799999
51,0.507782612244,0.19214462637899998,0.517354488373,0.185727235675
52,0.512255326907,0.189710443219,0.5200132727619999,0.183594882488
53,0.518375211954,0.185975364844,0.5234869122510001,0.181331843138
