epoch,jaccard,loss,val_jaccard,val_loss
0,0.209579318762,0.64116692543,0.16229801476,0.656383574009
1,0.310739740729,0.456311929226,0.184364545345,0.603761136532
2,0.327133646607,0.42319175005,0.192274564505,0.568473029137
3,0.334844946861,0.409666568041,0.183182814717,0.55710208416
4,0.344420639674,0.397655514876,0.187942218781,0.538339960575
5,0.350179002682,0.389591191212,0.199693897367,0.517511510849
6,0.353457864126,0.383382217089,0.210812318325,0.499280941486
7,0.356905357043,0.37572124203,0.219731763005,0.483124679327
8,0.36007878383,0.369550017516,0.234508943558,0.463599419594
9,0.366532591979,0.361348229647,0.249230191112,0.44407106638
10,0.367784100771,0.356282744805,0.268561884761,0.426548033953
11,0.373107167085,0.349321051439,0.279805967212,0.412141174078
12,0.373069506884,0.344563200076,0.291649350524,0.399895304441
13,0.376942118009,0.339059829712,0.30459985137,0.387444955111
14,0.384160031875,0.331470112006,0.316009837389,0.370258706808
15,0.386361308893,0.327013321718,0.334924089909,0.355923765898
