epoch,jaccard,loss,val_jaccard,val_loss
0,0.160773566365,0.702304760615,0.165016427636,0.681664085388
1,0.160450691978,0.683496705691,0.159545648098,0.677100539207
2,0.159284126759,0.678536943595,0.158398400247,0.673100507259
3,0.159606408576,0.67400384744,0.15888196826,0.670089411736
4,0.15963288943,0.669813760122,0.161386615038,0.665188002586
5,0.158404678106,0.665442216396,0.158988922834,0.660914921761
6,0.159704517821,0.661726327737,0.162049770355,0.657704699039
7,0.158673768739,0.657572646936,0.158595126867,0.653488838673
8,0.160161707302,0.654123071829,0.16090439558,0.650341892242
9,0.156688213845,0.649484797319,0.156985038519,0.645900416374
10,0.155809780459,0.64552363952,0.154082354903,0.641723096371
11,0.156876397133,0.642147576809,0.157439219952,0.639172828197
12,0.155489949882,0.638399382432,0.154492580891,0.634946858883
