epoch,jaccard,loss,val_jaccard,val_loss
0,0.158588900665,0.721262403329,0.191342177987,12.8613725662
1,0.16057416002,0.698733611902,0.188732308149,11.8381906509
2,0.159126762052,0.694608370463,0.192147761583,12.8476690292
3,0.159262657166,0.691831219196,0.195233485103,12.8298175812
4,0.157724764943,0.683496765296,0.192545381188,12.8559965134
5,0.156968399882,0.683638819059,0.193515861034,11.442165184
6,0.159087527295,0.666322068373,0.178461444378,4.65166368484
7,0.158048766851,0.661841805776,0.15825919807,0.708075988293
8,0.158654732009,0.657066734632,0.156439223886,0.639004123211
9,0.156726404528,0.652904880047,0.157856684923,0.636909914017
10,0.157667159537,0.649317328135,0.15698646009,0.63379137516
11,0.156028238932,0.645197355747,0.157604539394,0.631533646584
12,0.155385338763,0.641377751033,0.155751743913,0.628344118595
13,0.154807520409,0.637604327997,0.156533184648,0.626182854176
14,0.156596206129,0.634701859951,0.151606276631,0.621740698814
15,0.155257358154,0.630949044228,0.154526501894,0.62038166523
16,0.153973154724,0.627202669779,0.152037116885,0.616872668266
17,0.153351878126,0.623714629809,0.152958291769,0.614796566963
18,0.153660552204,0.62077366511,0.152374048531,0.612089574337
19,0.154939996699,0.618249257406,0.155823963881,0.611384558678
20,0.154299520453,0.615039650599,0.151404234767,0.606763422489
21,0.152938405673,0.611589030425,0.148989841342,0.603074347973
22,0.151789267361,0.608207345009,0.152035361528,0.602365505695
23,0.150948879619,0.60503150622,0.150033000112,0.598918890953
24,0.15123591572,0.602525051435,0.149316497147,0.596338248253
25,0.150055994093,0.599198528131,0.151482659578,0.595351994038
26,0.149863334497,0.596559417248,0.14925506115,0.59190043211
27,0.148224334419,0.593073646228,0.152429336309,0.591677618027
28,0.149850523472,0.591653621197,0.147984384,0.586688601971
