epoch,jaccard,loss,val_jaccard,val_loss
0,0.157559297482,0.76308965683,0.159720391035,0.685654485226
1,0.160306521753,0.701240539551,0.15775154978,0.681231820583
2,0.159580567976,0.683731651306,0.159349969029,0.677218842506
3,0.159844853977,0.678603871663,0.161168092489,0.673531019688
4,0.158335817854,0.674189047019,0.158800402284,0.671669721603
5,0.157865106563,0.66977537473,0.159073033929,0.673321568966
6,0.159520803392,0.665669747194,0.158543556929,0.662982177734
7,0.158355876803,0.661408869425,0.158918967843,0.657311522961
8,0.15899045517,0.65760974884,0.158152705431,0.653568828106
9,0.156735559305,0.653193811576,0.159451898932,0.650188004971
10,0.157694224517,0.649629282951,0.158468744159,0.646388852596
11,0.156053772072,0.645770382881,0.159009507298,0.643142223358
12,0.155434208115,0.641923010349,0.157064697146,0.639184892178
13,0.154872020582,0.638143094381,0.157801613212,0.636138796806
14,0.156659127275,0.63545225064,0.152723553777,0.631268954277
15,0.155332884689,0.631656022867,0.155632075667,0.629044663906
16,0.154057821631,0.627977240086,0.153056401014,0.625035834312
